PN,ASSIGNEE,value
8059001,Bio-Rad Laboratories,25794
10161947,Bio-Rad Laboratories,25795
9150909,Bio-Rad Laboratories,26427
8985808,Bio-Rad Laboratories,27139
9134301,Bio-Rad Laboratories,27174
9329127,Bio-Rad Laboratories,27712
9493824,Bio-Rad Laboratories,27802
9322830,Bio-Rad Laboratories,29539
9784746,Bio-Rad Laboratories,30080
7364860,Bio-Rad Pasteur,5152
8168394,Bio-Rad Pasteur,5154
8592224,Bioref GmbH,6002
4256832,BioResearch Inc.,1177
7964206,Bioretec Oy,14280
8080043,Bioretec Oy,24180
5965366,Biormia USA Inc.,18178
4812216,Bios Corporation,4486
6465202,"Biosafe Laboratories, Inc.",7898
6406919,"Biosafe Laboratories, Inc.",8384
6176371,"Biosafe Laboratories, Inc.",20728
6572926,"Biosafe, Inc.",6669
7598094,"BioScale, Inc.",2430
7611908,"BioScale, Inc.",2431
7615381,"BioScale, Inc.",2432
7629137,"BioScale, Inc.",2433
7632638,"BioScale, Inc.",2434
7648844,"BioScale, Inc.",2435
7749445,"BioScale, Inc.",2436
7353695,"BioScale, Inc.",4850
8492167,"BioScale, Inc.",5803
8536037,"BioScale, Inc.",7724
9164051,"BioScale, Inc.",7725
7814652,"BioScale, Inc.",18448
8658385,Biosceptre International Limited,24536
4948723,"Bioscience International, Inc.",5925
7908089,BioSeek LLC,2652
7912651,BioSeek LLC,2653
8019551,BioSeek LLC,24292
6656695,BioSeek LLC,2645
6763307,BioSeek LLC,2646
7266458,BioSeek LLC,2650
8364409,"Biosense Technologies, Inc.",19340
5869748,Biosensing Technologies Limited,17257
6630309,Biosensor Applications Sweden AB,1078
7135295,Biosensor Applications Sweden AB,1080
7863056,Biosensor Applications Sweden AB,22206
6192766,Biosensor Applications Sweden AB,20891
6096497,"Biosensor Systems Design, Inc.",19790
6322963,"Biosensor Systems Design, Inc.",22530
5348862,Biosensori S.p.A.,10062
5173164,"Bioseparations, Inc.",8097
5336387,"Bioseparations, Inc.",9911
6194146,"Bioseparations, Inc.",20920
5423982,BioSepra Inc.,10898
5599453,BioSepra Inc.,13392
5672276,BioSepra Inc.,14516
5906734,BioSepra Inc.,17629
5593576,BioSepra Inc.,13298
8435800,BioSight Ltd.,3830
6271040,Biosite Diagnostics Incorporated,21893
6544797,"Biosite Diagnostics, Inc.",1819
5028535,"Biosite Diagnostics, Inc.",6683
5089391,"Biosite Diagnostics, Inc.",7229
5914241,"Biosite Diagnostics, Inc.",17682
6143576,"Biosite Diagnostics, Inc.",20341
6156270,"Biosite Diagnostics, Inc.",20474
6238931,"Biosite Diagnostics, Inc.",21457
7416700,Biosite Incorporated,6684
7202042,Biosite Incorporated,8330
7393647,Biosite Incorporated,12047
7341838,Biosite Incorporated,20039
7329738,Biosite Incorporated,26622
7374888,Biosite Incorporated,26740
6767510,"Biosite, Inc.",73
6830731,"Biosite, Inc.",592
7322927,"Biosite, Inc.",1821
7588908,"Biosite, Inc.",1822
6670196,"Biosite, Inc.",8329
7655428,"Biosite, Inc.",26623
6592820,"Bio-Spectrum Technologies, Inc.",9215
8268417,"Biosphere Industries, LLC",10146
8741351,"Biosphere Medical, Inc.",18437
8697137,"Biosphere Medical, Inc.",19447
8603749,"Biospherex, LLC",14838
9453262,"Biospherex, LLC",28824
4294931,Biospherics Incorporated,1308
5418136,"Biostar, Inc.",10815
5468606,"Biostar, Inc.",11556
5482830,"Biostar, Inc.",11817
5494829,"Biostar, Inc.",12013
5541057,"Biostar, Inc.",12590
5550063,"Biostar, Inc.",12698
5552272,"Biostar, Inc.",12716
5629214,"Biostar, Inc.",13866
5631171,"Biostar, Inc.",13884
5639671,"Biostar, Inc.",14088
5869272,"Biostar, Inc.",17248
5955377,"Biostar, Inc.",18050
9759715,Biostatus Limited,20672
6468753,Biostatus Limited,23277
7060427,Biostatus Limited,23278
7723085,Biostatus Limited,26997
6395299,"Biostream, Inc.",9372
6613432,"BioSurface Engineering Technologies, Inc.",11285
8440147,"Biosurfit, S.A.",19468
8149412,"Biosurfit, S.A.",23822
4472352,Biosys S.A.,2153
5683881,Biota Corp.,14737
8805618,Biota Guard AS,7830
7371755,Biota Scientific Management Pty Ltd.,23082
7078168,Biotage AB,18925
5089124,Biotage Inc.,7221
5910350,Bio-Tec Biologische Naturverpackugen GmbH,17649
7214414,biotec Biologische Naturverpackungen Gmb,8077
6218321,Biotec Biologische Naturverpackungen GmbH,21188
5844023,Biotec Biologische Naturverpackungen GmbH,16778
5897944,Biotec Biologische Naturverpackungen GmbH,17581
7172814,Biotec Biologische Naturverpackungen GmbH,8075
5525281,Biotec Biologische Naturverpackungen GmbH,12409
8715816,Biotec Biologische Naturverpackungen GmbH & Co. KG,7400
7297394,Biotec Biologische Naturverpackungen GmbH & Co. KG,8079
6214907,Biotec Biologische Naturverpackungen GmbH & Co. KG,21150
7241832,Biotec Biologische Naturverpackungen GmbH & Co. KG,8078
7344784,Biotec Biologische Naturverpackungen GmbH & Co. KG,8080
8222316,"Bio-Tec Environmental, LLC",28736
8513329,"Bio-Tec Environmental, LLC",28737
8618189,"Bio-Tec Environmental, LLC",28738
9382416,"Bio-Tec Environmental, LLC",28739
5948649,Biotec Laboratories Limited,17989
8487018,"Biotech Products, LLC",7399
7956101,"Biotech Products, LLC",28239
5571722,Bio-Technical Resources L.P.,13044
5612184,Bio-Technical Resources L.P.,13643
7851177,Biotechnologias Del Agua Ltda,1721
6596923,Biotechnology Research & Development Corp.,10203
5861216,Biotechnology Research & Development Corp.,17056
6040063,Biotechnology Research & Development Corp.,19195
5556528,Biotechnology Research & Development Corporation,12778
5858666,Biotechnology Research & Development Corporation,17017
8748153,Biotecnologia del Agua Ltda.,16099
5675715,"Biotek Solutions, Inc.",14623
4568559,"Biotek, Inc.",2641
4623588,"Biotek, Inc.",2876
5648097,"Biotek, Inc.",14197
9122778,BIOTEMPUS LIMITED,19922
9239904,BIOTEMPUS LIMITED,19923
9268908,BIOTEMPUS LIMITED,19924
5518882,"Biotex Laboratories, Inc.",12354
5989842,BioTeZ Berlin-Buch GmbH,18548
6623640,Biothane Corporation,2854
5230794,Biothane Corporation,8726
5855785,Biothane Corporation,16945
7504214,"bioTheranostics, Inc.",27167
9201066,"BIOTICA, BIOQUIMICA ANALITICA, S.L.",23774
8872627,"BioTillion, LLC",28430
9431692,"BioTillion, LLC",28431
9764325,"BioTillion, LLC",28432
8658434,"Biotium, Inc.",3521
9097667,"Biotium, Inc.",3530
9791450,"Biotium, Inc.",3557
10053484,"Biotium, Inc.",3567
7601498,"Biotium, Inc.",8515
7776567,AlleLogic Biosciences Corporation,8519
7803943,"Biotium, Inc.",8520
8232050,"Biotium, Inc.",8527
8530195,"Biotium, Inc.",8532
8753814,"Biotium, Inc.",8537
8877437,"Biotium, Inc.",8540
9102835,"Biotium, Inc.",8543
9580749,"Biotium, Inc.",8552
8709830,"Biotium, Inc.",10625
8092784,"Biotium, Inc.",11110
8586325,"Biotium, Inc.",11111
8778627,"Biotium, Inc.",11112
9670476,"Biotium, Inc.",11114
8148515,"Biotium, Inc.",21221
8524503,"Biotium, Inc.",21222
8590736,"Biotix, Inc.",6843
7604956,"BioTraces, Inc.",951
5866907,"BioTraces, Inc.",17233
7772010,Biotray SAS,16561
6183977,"Biotrin Intellectual Properties, Ltd.",20804
4738255,"Biotron Labs, Inc.",3826
5082627,Biotronic Systems Corporation,7188
5106751,Biotronic Systems Corporation,7376
5114674,Biotronic Systems Corporation,7474
4911806,Biotronics,5723
6033854,Biotronics Corporation,19156
5242602,"Biotronics Technology, Inc.",8849
7682565,"BioTrove, Inc.",435
6716629,"BioTrove, Inc.",8110
6391338,Biovail Technologies Ltd.,606
8828516,Biovation II LLC,11258
8389107,"Biovation, LLC",12588
8652617,"Biovation, LLC",12589
8062533,"Bioventures, Inc.",6908
8187476,"Bioventures, Inc.",6909
8562840,"Bioventures, Inc.",6910
7195877,"Bioventures, Inc.",22375
10048175,"Bioventures, Inc.",16424
9650674,"Bioventures, Inc.",23960
9650677,"Bioventures, Inc.",27729
9822419,"Bioventures, Inc.",27730
10209247,"Bioventures, Inc.",30188
6881589,BioVeris Corporation,85
7494820,BioVeris Corporation,1660
6881536,BioVeris Corporation,3029
6852502,BioVeris Corporation,7900
6808939,BioVeris Corporation,9536
6890712,BioVeris Corporation,11354
8383397,"Biovest International, Inc.",1811
8540499,"Biovest International, Inc.",1812
9441195,"Biovest International, Inc.",1814
9534198,"Biovest International, Inc.",1815
9725768,"Biovest International, Inc.",18706
8765378,Biovica International AB,27117
9376707,Biovica International AB,27118
7053783,"Biovigilant Systems, Inc.",1261
7430046,"Biovigilant Systems, Inc.",1262
7738099,"Biovigilant Systems, Inc.",1263
8358411,"Biovigilant Systems, Inc.",24940
7075428,BioWarn LLC,7024
7432061,"BioZyme, Inc.",19125
9731295,BIT GROUP FRANCE,28260
8080217,Bizpac (Australia) Pty Ltd,17311
8273579,Bizpac (Australia) Pty Ltd,12016
8541179,"BL Co., Ltd.",23248
5151164,Blanchard and Co.,7921
7790464,"Blaze Medical Devices, LLC",10799
4025393,"Block Engineering, Inc.",266
4146604,"Block Engineering, Inc.",697
4169137,"Block Engineering, Inc.",713
7326533,BloMorloux S.A.,14152
7608399,"Blood Cell Storage, Inc.",7965
8148115,"Blood Cell Storage, Inc.",7967
8163535,"Blood Cell Storage, Inc.",7970
8771955,"Blood Cell Storage, Inc.",7971
8318444,Blood Center Research Foundation,28866
9046535,Blood Center Research Foundation,28867
10073102,Bloodworks,13955
7877819,Blucher GmbH,15476
7700501,Blucher GmbH,27649
9140487,BLUECHIP LIMITED,24375
9652585,BLUEGNOME LIMITED,26733
7576862,"Blueshift Biotechnologies, Inc.",9531
7812956,"Blueshift Biotechnologies, Inc.",9532
7674588,"Blueshift Biotechnologies, Inc.",16281
6521288,Board of Control of Michigan Technological University,23543
6753035,Board of Control of Michigan Technological University,24714
5248589,"Board of Governors for Higher Education, State of Rhode Island and Providence Plantations",8908
4959182,Board of Governors of Wayne State University,5982
5567294,"Board of Governors, University of Alberta",12942
5645986,"Board of Reagents, The University of Texas System",14164
9388466,Board of Regents of the Leland Stanford Jr Univ,29636
8524501,Board of Regents of the Nevada System of Higher Education,10018
8962237,Board of Regents of the Nevada System of Higher Education,29776
8713711,"Board of Regents of the Nevada System of Higher Education, on Behalf of the University of Nevada",10019
9702861,"Board of Regents of the Nevada System of Higher Education, on Behalf of the University of Nevada, Reno",19810
9726665,"Board of Regents of the Nevada System of Higher Education, on Behalf of the University of Nevada, Reno",26746
9435804,"Board of Regents of the Nevada System of Higher Education, on Behalf of the University of Nevada, Reno",27588
9279808,"Board of Regents of the Nevada System of Higher Education, on Behalf of the University of Nevada, Reno",29777
8871497,Board of Regents of the University of Nebraska,410
9364443,Baxter Healthcare S.A.,7517
6720193,Board of Regents of the University of Nebraska,13353
5698394,Board of Regents of the University of Nebraska,14870
5741686,Board of Regents of the University of Nebraska,15471
9970059,Arizona Board of Regents on Behalf of the University of Arizona,23040
9403911,Board of Regents of the University of Nebraska,23855
8268570,Board of Regents of the University of Nebraska,24616
8586318,Board of Regents of the University of Nebraska,24617
7078188,Board of Regents of the University of Nebraska,25903
7332527,Board of Regents of the University of Nebraska,26639
8415400,Board of Regents of the University of Nebraska,26640
5279954,Board of Regents of the University of Nebraska and BioNebraska,9269
7566541,Board of Regents of the University of Oklahoma,10375
8211279,Board of Regents of the University of Texas System,92
8702958,Board of Regents of the University of Texas System,94
8840774,Board of Regents of the University of Texas System,95
5160594,Ampholife Technologies,8007
8188243,Board of Regents of the University of Texas System,14683
8871917,Board of Regents of the University of Texas System,14685
9442117,Board of Regents of the University of Texas System,14686
8920625,Board of Regents of the University of Texas System,19937
8772038,Board of Regents of the University of Texas System,22202
8962531,Board of Regents of the University of Texas System,23044
9671413,Board of Regents of the University of Texas System,23942
9314567,Board of Regents of the University of Texas System,26331
9931462,Board of Regents of the University of Texas System,26332
7977468,Board of Regents of the University of Texas System,28299
5034428,Board of Regents of the University of Washington,6712
5424187,Board of Regents of the University of Washington,10962
4807442,Board of Regents The University of Texas System,4455
4865871,Board of Regents The University of Texas System,5086
6790672,Board of Regents The University of Texas System,6688
5993630,Board of Regents The University of Texas System,18594
5993632,Board of Regents The University of Texas System,18598
6863790,Board of Regents University of Texas System,13575
7627938,"Board of Regents, The Univeristy of Texas System",13278
4740467,"Board of Regents, The University of Texas",3836
5356778,"Board of Regents, The University of Texas",10182
6680206,"Board of Regents, The University of Texas System",388
6713298,"Board of Regents, The University of Texas System",389
6908770,"Board of Regents, The University of Texas System",390
7022517,"Board of Regents, The University of Texas System",391
8101431,"Board of Regents, The University of Texas System",395
8105849,"Board of Regents, The University of Texas System",396
8257967,"Board of Regents, The University of Texas System",397
6602975,"Board of Regents, The University of Texas System",566
6576264,"Board of Regents, The University of Texas System",577
6974593,"Board of Regents, The University of Texas System",583
6589779,"Board of Regents, The University of Texas System",1106
7153519,"Board of Regents, The University of Texas System",1327
6723527,"Board of Regents, The University of Texas System",2268
4567847,"Board of Regents, The University of Texas System",2639
7400399,"Board of Regents, The University of Texas System",4301
8514391,"Board of Regents, The University of Texas System",4310
4799361,"Board of Regents, The University of Texas System",4384
4859581,"Board of Regents, The University of Texas System",5008
4863857,"Board of Regents, The University of Texas System",5064
4894328,"Board of Regents, The University of Texas System",5520
4959308,"Board of Regents, The University of Texas System",6001
6596296,"Board of Regents, The University of Texas System",6068
6858222,"Board of Regents, The University of Texas System",6069
7514095,"Board of Regents, The University of Texas System",6070
7311839,"Board of Regents, The University of Texas System",6213
4999340,"Board of Regents, The University of Texas System",6393
5009759,"Board of Regents, The University of Texas System",6546
6641708,"Board of Regents, The University of Texas System",6760
6911178,Baylor College of Medicine,7207
7294487,"Board of Regents, The University of Texas System",7356
5108926,"Board of Regents, The University of Texas System",7415
5110726,"Board of Regents, The University of Texas System",7436
5118610,"Board of Regents, The University of Texas System",7533
5143713,"Board of Regents, The University of Texas System",7891
7736909,"Board of Regents, The University of Texas System",7917
7135176,"Board of Regents, The University of Texas System",8209
9212218,"Board of Regents, The University of Texas System",8213
5188964,"Board of Regents, The University of Texas System",8256
5198339,"Board of Regents, The University of Texas System",8341
5310653,"Board of Regents, The University of Texas System",9527
5369005,"Board of Regents, The University of Texas System",10307
6962716,"Board of Regents, The University of Texas System",10670
7291348,"Board of Regents, The University of Texas System",10671
6657758,"Board of Regents, The University of Texas System",10910
7167615,"Board of Regents, The University of Texas System",11189
5457183,"Board of Regents, The University of Texas System",11380
5567435,"Board of Regents, The University of Texas System",12957
5573910,"Board of Regents, The University of Texas System",13063
5573934,"Board of Regents, The University of Texas System",13075
6492104,"Board of Regents, The University of Texas System",13235
5625455,"Board of Regents, The University of Texas System",13822
5641644,"Board of Regents, The University of Texas System",14116
6487326,"Board of Regents, The University of Texas System",14179
6593101,"Board of Regents, The University of Texas System",14202
7452725,"Board of Regents, The University of Texas System",14377
6797471,"Board of Regents, The University of Texas System",14482
7741034,"Board of Regents, The University of Texas System",14483
8093001,"Board of Regents, The University of Texas System",14485
5707795,"Board of Regents, The University of Texas System",15030
5773215,"Board of Regents, The University of Texas System",15881
9687153,"Board of Regents, The University of Texas System",16482
5830644,"Board of Regents, The University of Texas System",16520
5834274,"Board of Regents, The University of Texas System",16578
8106428,"Board of Regents, The University of Texas System",16672
5840585,Baylor College of Medicine,16716
5843743,"Board of Regents, The University of Texas System",16757
5858192,"Board of Regents, The University of Texas System",17003
5858746,"Board of Regents, The University of Texas System",17033
8613944,"Board of Regents, The University of Texas System",17038
5888370,"Board of Regents, The University of Texas System",17462
5900361,"Board of Regents, The University of Texas System",17596
5986043,"Board of Regents, The University of Texas System",18503
6004555,"Board of Regents, The University of Texas System",18739
6007989,"Board of Regents, The University of Texas System",18781
6017722,"Board of Regents, The University of Texas System",18898
6340572,"Board of Regents, The University of Texas System",18899
9452182,"Board of Regents, The University of Texas System",19267
8198586,"Board of Regents, The University of Texas System",20510
6160618,"Board of Regents, The University of Texas System",20535
8839672,"Board of Regents, The University of Texas System",20601
6183981,"Board of Regents, The University of Texas System",20807
9622662,"Board of Regents, The University of Texas System",20990
6221600,"Board of Regents, The University of Texas System",21215
6258576,"Board of Regents, The University of Texas System",21666
6287832,"Board of Regents, The University of Texas System",22092
6294063,"Board of Regents, The University of Texas System",22164
6295153,"Board of Regents, The University of Texas System",22217
6321595,"Board of Regents, The University of Texas System",22524
6329024,"Board of Regents, The University of Texas System",22596
6916474,"Board of Regents, The University of Texas System",22613
6426187,"Board of Regents, The University of Texas System",23106
7863038,"Board of Regents, The University of Texas System",23336
7070941,"Board of Regents, The University of Texas System",23402
8323906,"Board of Regents, The University of Texas System",24746
8894637,"Board of Regents, The University of Texas System",25062
7332321,"Board of Regents, The University of Texas System",26632
7923109,"Board of Regents, The University of Texas System",26633
9983163,"Board of Regents, The University of Texas System",26810
7465953,"Board of Regents, The University of Texas System",27036
7510842,"Board of Regents, The University of Texas System",27187
9341589,"Board of Regents, The University of Texas System",28209
9465002,"Board of Regents, The University of Texas System",28210
9675663,"Board of Regents, The University of Texas System",28300
8021831,"Board of Regents, The University of Texas System",28391
8969781,"Board of Regents, The University of Texas System",28403
8283936,"Board of Regents, The University of Texas System",28819
8406859,"Board of Regents, The University of Texas System",29058
9034589,"Board of Regents, The University of Texas System",29221
8518329,"Board of Regents, The University of Texas System",29226
8552730,"Board of Regents, The University of Texas System",29283
9163313,"Board of Regents, The University of Texas System",29284
8617470,"Board of Regents, The University of Texas System",29361
9638639,"Board of Regents, The University of Texas System",29375
9835626,"Board of Regents, The University of Texas System",29710
8940663,"Board of Regents, The University of Texas System",29746
10175249,"Board of Regents, The University of Texas System",29887
9146241,"Board of Regents, The University of Texas System",29955
